Date,Store ID,Product ID,Price,Discount,Promotion,Competitor Pricing,Epidemic,day_of_week,month,day_of_month,week,quarter,year,is_weekend,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_East,Region_North,Region_South,Region_West,Weather Condition_Cloudy,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Seasonality_Autumn,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter,Demand
2023-03-10,0.0,6.0,24.97,15,1,22.15,0,4,3,10,10,1,2023,0,104.0,112.0,68.0,125.57142857142857,24.972365679267345,118.35714285714286,25.906955237355188,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,135
2023-03-11,0.0,6.0,26.56,10,0,30.49,0,5,3,11,10,1,2023,1,135.0,98.0,151.0,128.85714285714286,24.395549945489204,123.14285714285714,21.742751728961338,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,155
2023-03-12,0.0,6.0,25.01,15,1,21.35,0,6,3,12,10,1,2023,1,155.0,141.0,92.0,137.0,21.74856317093152,123.42857142857143,22.159263684359317,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,136
2023-03-13,0.0,6.0,23.8,5,0,21.72,0,0,3,13,11,1,2023,0,136.0,164.0,125.0,136.28571428571428,21.67728677451957,126.57142857142857,20.410081542498283,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,85
2023-03-14,0.0,6.0,28.68,5,0,30.27,0,1,3,14,11,1,2023,0,85.0,147.0,104.0,125.0,25.132979661525784,123.71428571428571,23.249246708817715,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,163
2023-03-15,0.0,6.0,28.2,10,1,26.29,0,2,3,15,11,1,2023,0,163.0,113.0,113.0,127.28571428571429,28.028047177272803,127.92857142857143,24.702738202986243,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,158
2023-03-16,0.0,6.0,30.48,5,0,32.89,0,3,3,16,11,1,2023,0,158.0,104.0,125.0,133.71428571428572,29.335497755644578,131.14285714285714,25.524820930155155,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,186
2023-03-17,0.0,6.0,23.85,15,1,27.14,0,4,3,17,11,1,2023,0,186.0,135.0,112.0,145.42857142857142,31.764010781895564,135.5,29.319854129136655,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,137
2023-03-18,0.0,6.0,26.7,5,0,23.18,0,5,3,18,11,1,2023,1,137.0,155.0,98.0,145.71428571428572,31.663408353672622,137.28571428571428,28.52914453523089,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,121
2023-03-19,0.0,6.0,18.57,25,1,22.08,0,6,3,19,11,1,2023,1,121.0,136.0,141.0,140.85714285714286,32.59564680254387,138.92857142857142,26.696194732336306,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,97
2023-03-20,0.0,6.0,23.06,10,0,22.7,0,0,3,20,12,1,2023,0,97.0,85.0,164.0,135.28571428571428,36.645664981069196,135.78571428571428,28.930097639837918,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,92
2023-03-21,0.0,6.0,21.32,25,1,24.59,0,1,3,21,12,1,2023,0,92.0,163.0,147.0,136.28571428571428,35.10799664708067,130.64285714285714,29.911683189161963,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,142
2023-03-22,0.0,6.0,21.81,10,0,20.42,0,2,3,22,12,1,2023,0,142.0,158.0,113.0,133.28571428571428,33.295216301616485,130.28571428571428,29.73065905613414,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,76
2023-03-23,0.0,6.0,23.07,15,1,27.51,0,3,3,23,12,1,2023,0,76.0,186.0,104.0,121.57142857142857,37.33120742246426,127.64285714285714,32.86477455564557,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,126
2023-03-24,0.0,6.0,31.76,10,1,28.53,0,4,3,24,12,1,2023,0,126.0,137.0,135.0,113.0,24.886408606573557,129.21428571428572,32.16586478151737,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,204
2023-03-25,0.0,6.0,23.36,5,0,27.38,0,5,3,25,12,1,2023,1,204.0,121.0,155.0,122.57142857142857,42.38654323743622,134.14285714285714,37.89633053650279,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,95
2023-03-26,0.0,6.0,28.1,5,0,26.47,0,6,3,26,12,1,2023,1,95.0,97.0,136.0,118.85714285714286,43.66703016933402,129.85714285714286,38.73947925240162,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,138
2023-03-27,0.0,6.0,23.78,5,0,23.64,0,0,3,27,13,1,2023,0,138.0,92.0,85.0,124.71428571428571,42.99113972946167,130.0,38.76755185619902,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,85
2023-03-28,0.0,6.0,23.71,25,1,22.25,0,1,3,28,13,1,2023,0,85.0,142.0,163.0,123.71428571428571,43.94964651247415,130.0,38.76755185619902,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,161
2023-03-29,0.0,6.0,25.92,5,0,27.87,0,2,3,29,13,1,2023,0,161.0,76.0,158.0,126.42857142857143,45.81432506271791,129.85714285714286,38.640069164727805,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,128
2023-03-30,0.0,6.0,33.44,0,0,28.47,0,3,3,30,13,1,2023,0,128.0,126.0,186.0,133.85714285714286,40.13904404869226,127.71428571428571,37.781616554225835,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,182
2023-03-31,0.0,6.0,25.22,0,0,28.71,0,4,3,31,13,1,2023,0,182.0,204.0,137.0,141.85714285714286,43.731866990516075,127.42857142857143,37.3192346481714,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,103
2023-04-01,0.0,6.0,19.78,5,0,21.59,0,5,4,1,13,2,2023,1,103.0,95.0,121.0,127.42857142857143,35.743797330712496,125.0,37.752228665745946,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,49
2023-04-02,0.0,6.0,30.77,5,0,26.19,0,6,4,2,13,2,2023,1,49.0,138.0,97.0,120.85714285714286,45.57568273918517,119.85714285714286,42.89317166897517,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,170
2023-04-03,0.0,6.0,20.28,10,0,17.86,0,0,4,3,14,2,2023,0,170.0,85.0,92.0,125.42857142857143,49.05390620822889,125.07142857142857,44.314373923860614,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,56
2023-04-04,0.0,6.0,17.51,25,1,15.57,0,1,4,4,14,2,2023,0,56.0,161.0,142.0,121.28571428571429,54.011462628206054,122.5,47.32335575590556,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,66
2023-04-05,0.0,6.0,25.66,5,0,23.54,0,2,4,5,14,2,2023,0,66.0,128.0,76.0,107.71428571428571,54.3038190360933,117.07142857142857,49.23485989186346,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,108
2023-04-06,0.0,6.0,24.21,25,1,27.48,0,3,4,6,14,2,2023,0,108.0,182.0,126.0,104.85714285714286,53.57993583245068,119.35714285714286,47.906330307345414,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,189
2023-04-07,0.0,6.0,27.73,0,0,30.68,0,4,4,7,14,2,2023,0,189.0,103.0,204.0,105.85714285714286,55.2974639907612,123.85714285714286,51.40915384346546,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,133
2023-04-08,0.0,6.0,22.3,0,0,24.49,0,5,4,8,14,2,2023,1,133.0,49.0,95.0,110.14285714285714,56.19439050127273,118.78571428571429,46.12554535250431,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,67
2023-04-09,0.0,6.0,20.57,15,1,19.34,0,6,4,9,14,2,2023,1,67.0,170.0,138.0,112.71428571428571,53.26573096502198,116.78571428571429,47.81241964727856,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,75
2023-04-10,0.0,6.0,24.37,10,0,27.17,0,0,4,10,15,2,2023,0,75.0,56.0,85.0,99.14285714285714,48.088212593900806,112.28571428571429,48.620079061145944,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,125
2023-04-11,0.0,6.0,30.86,15,1,37.28,0,1,4,11,15,2,2023,0,125.0,66.0,161.0,109.0,44.72508617468881,115.14285714285714,48.06543159366937,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,238
2023-04-12,0.0,6.0,20.1,10,0,17.58,1,2,4,12,15,2,2023,0,238.0,108.0,128.0,133.57142857142858,61.32932181498273,120.64285714285714,57.2452310984634,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,54
2023-04-13,0.0,6.0,18.15,0,0,20.73,1,3,4,13,15,2,2023,0,54.0,189.0,182.0,125.85714285714286,68.10391220145037,115.35714285714286,59.869868038113246,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,16
2023-04-14,0.0,6.0,22.01,10,0,24.91,1,4,4,14,15,2,2023,0,16.0,133.0,103.0,101.14285714285714,72.61181853167018,103.5,62.05425665682217,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,93
2023-04-15,0.0,6.0,20.14,0,0,22.13,1,5,4,15,15,2,2023,1,93.0,67.0,49.0,95.42857142857143,71.24805761763422,102.78571428571429,62.11797531425864,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,41
2023-04-16,0.0,6.0,20.47,10,0,23.89,1,6,4,16,15,2,2023,1,41.0,75.0,170.0,91.71428571428571,73.61547456369556,102.21428571428571,62.685022835698774,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,73
2023-04-17,0.0,6.0,24.39,15,1,22.63,1,0,4,17,16,2,2023,0,73.0,125.0,56.0,91.42857142857143,73.69499563031667,95.28571428571429,59.91587509093122,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,128
2023-04-18,0.0,6.0,22.82,10,1,19.45,1,1,4,18,16,2,2023,0,128.0,238.0,66.0,91.85714285714286,73.93111336784762,100.42857142857143,59.371988067041805,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,89
2023-04-19,0.0,6.0,21.81,10,1,23.78,1,2,4,19,16,2,2023,0,89.0,54.0,108.0,70.57142857142857,37.13424808653596,102.07142857142857,58.65999067076719,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,91
2023-04-20,0.0,6.0,24.14,0,0,28.17,1,3,4,20,16,2,2023,0,91.0,16.0,189.0,75.85714285714286,37.015440793577945,100.85714285714286,58.70376366240802,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,89
2023-04-21,0.0,6.0,16.67,10,0,19.21,1,4,4,21,16,2,2023,0,89.0,93.0,133.0,86.28571428571429,25.97892919088036,93.71428571428571,52.95633698032381,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,21
2023-04-22,0.0,6.0,21.61,0,0,20.64,1,5,4,22,16,2,2023,1,21.0,41.0,67.0,76.0,35.41656862731553,85.71428571428571,54.98591228169748,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,46
2023-04-23,0.0,6.0,18.74,15,1,20.28,1,6,4,23,16,2,2023,1,46.0,73.0,75.0,76.71428571428571,34.634829703225705,84.21428571428571,55.815876665264945,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,64
2023-04-24,0.0,6.0,23.5,10,0,23.01,1,0,4,24,17,2,2023,0,64.0,128.0,125.0,75.42857142857143,34.96120298682143,83.42857142857143,56.03256509966621,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,98
2023-04-25,0.0,6.0,19.87,20,1,18.69,1,1,4,25,17,2,2023,0,98.0,89.0,238.0,71.14285714285714,28.72529994870159,81.5,54.94577746777672,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,83
2023-04-26,0.0,6.0,22.68,0,0,25.03,1,2,4,26,17,2,2023,0,83.0,91.0,54.0,70.28571428571429,28.18814340412379,70.42857142857143,31.67312446202279,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,72
2023-04-27,0.0,6.0,19.52,5,0,17.77,1,3,4,27,17,2,2023,0,72.0,89.0,16.0,67.57142857142857,26.738593473711376,71.71428571428571,31.31828802529185,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,33
2023-04-28,0.0,6.0,21.68,15,1,19.75,1,4,4,28,17,2,2023,0,33.0,21.0,93.0,59.57142857142857,27.621592657781385,72.92857142857143,29.253439733879343,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,91
2023-04-29,0.0,6.0,19.29,0,0,20.34,1,5,4,29,17,2,2023,1,91.0,46.0,41.0,69.57142857142857,23.72661756240025,72.78571428571429,29.152592103852463,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,30
2023-04-30,0.0,6.0,19.69,10,0,20.86,1,6,4,30,17,2,2023,1,30.0,64.0,73.0,67.28571428571429,26.930244990309962,72.0,30.20443166668869,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,62
2023-05-01,0.0,6.0,23.07,15,1,25.01,1,0,5,1,18,2,2023,0,62.0,98.0,128.0,67.0,26.981475126464446,71.21428571428571,30.319271788059417,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,126
2023-05-02,0.0,6.0,21.2,20,1,24.15,1,1,5,2,18,2,2023,0,126.0,83.0,89.0,71.0,33.6055550963431,71.07142857142857,30.03450396746053,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,118
2023-05-03,0.0,6.0,21.4,0,0,20.18,1,2,5,3,18,2,2023,0,118.0,72.0,91.0,76.0,38.0043857118274,73.14285714285714,32.28206728404863,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,43
2023-05-04,0.0,6.0,22.86,25,1,22.02,1,3,5,4,18,2,2023,0,43.0,33.0,89.0,71.85714285714286,40.03926644111847,69.71428571428571,32.78467881244436,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,148
2023-05-05,0.0,6.0,19.75,10,0,23.01,1,4,5,5,18,2,2023,0,148.0,91.0,21.0,88.28571428571429,44.753823991976105,73.92857142857143,38.71088951487607,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,63
2023-05-06,0.0,6.0,23.81,10,0,20.26,1,5,5,6,18,2,2023,1,63.0,30.0,46.0,84.28571428571429,45.71183029119972,76.92857142857143,35.81246943500189,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,102
2023-05-07,0.0,6.0,22.99,0,0,24.57,1,6,5,7,18,2,2023,1,102.0,62.0,64.0,94.57142857142857,39.08050299427743,80.92857142857143,35.21464792627363,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,75
2023-05-08,0.0,6.0,24.65,10,1,22.49,1,0,5,8,19,2,2023,0,75.0,126.0,98.0,96.42857142857143,37.55377097290932,81.71428571428571,34.92944222380188,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,112
2023-05-09,0.0,6.0,21.94,10,0,19.08,1,1,5,9,19,2,2023,0,112.0,118.0,83.0,94.42857142857143,36.05947468122251,82.71428571428571,35.62503132830675,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,77
2023-05-10,0.0,6.0,20.96,5,0,18.73,1,2,5,10,19,2,2023,0,77.0,43.0,72.0,88.57142857142857,34.903949837886955,82.28571428571429,35.65740525403565,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,51
2023-05-11,0.0,6.0,18.26,25,1,16.76,1,3,5,11,19,2,2023,0,51.0,148.0,33.0,89.71428571428571,33.25514639728378,80.78571428571429,36.55381401004959,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,77
2023-05-12,0.0,6.0,21.7,20,1,23.77,1,4,5,12,19,2,2023,0,77.0,63.0,91.0,79.57142857142857,21.133363376875554,83.92857142857143,33.92630993041369,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,126
2023-05-13,0.0,6.0,22.46,10,0,26.68,0,5,5,13,19,2,2023,1,126.0,102.0,30.0,88.57142857142857,25.799593942910462,86.42857142857143,35.729139768141785,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,99
2023-05-14,0.0,6.0,28.47,10,0,27.15,0,6,5,14,19,2,2023,1,99.0,75.0,62.0,88.14285714285714,25.56318036700843,91.35714285714286,31.900342758845913,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,162
2023-05-15,0.0,6.0,23.84,5,0,26.37,0,0,5,15,20,2,2023,0,162.0,112.0,126.0,100.57142857142857,36.79156217965009,98.5,35.78085005654867,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,101
2023-05-16,0.0,6.0,31.41,10,0,37.86,0,1,5,16,20,2,2023,0,101.0,77.0,118.0,99.0,36.45545226711653,96.71428571428571,34.91622627293569,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,221
2023-05-17,0.0,6.0,24.45,0,0,27.16,0,2,5,17,20,2,2023,0,221.0,51.0,43.0,119.57142857142857,56.879572029734184,104.07142857142857,48.10639536200219,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,93
2023-05-18,0.0,6.0,27.64,20,1,30.13,0,3,5,18,20,2,2023,0,93.0,77.0,148.0,125.57142857142857,50.27211666804689,107.64285714285714,44.977955528419436,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,216
2023-05-19,0.0,6.0,21.89,0,0,18.67,0,4,5,19,20,2,2023,0,216.0,126.0,63.0,145.42857142857142,55.10855088779218,112.5,52.68301434048735,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,49
2023-05-20,0.0,6.0,27.08,0,0,23.75,0,5,5,20,20,2,2023,1,49.0,99.0,102.0,134.42857142857142,66.20135230959447,111.5,53.81556823648135,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,109
2023-05-21,0.0,6.0,26.09,25,1,25.79,0,6,5,21,20,2,2023,1,109.0,162.0,75.0,135.85714285714286,65.41260982264448,112.0,53.75299633866572,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,198
2023-05-22,0.0,6.0,25.97,0,0,22.37,0,0,5,22,21,2,2023,0,198.0,101.0,112.0,141.0,69.12066743504917,120.78571428571429,57.182808835992184,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,96
2023-05-23,0.0,6.0,27.45,5,0,23.43,0,1,5,23,21,2,2023,0,96.0,221.0,77.0,140.28571428571428,69.62689682805606,119.64285714285714,57.53073712621552,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,130
2023-05-24,0.0,6.0,23.96,10,0,25.26,0,2,5,24,21,2,2023,0,130.0,93.0,51.0,127.28571428571429,59.8545856937581,123.42857142857143,56.23811229695814,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,120
2023-05-25,0.0,6.0,19.67,20,1,19.28,0,3,5,25,21,2,2023,0,120.0,216.0,77.0,131.14285714285714,58.12179330632237,128.35714285714286,52.28708789404477,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,80
2023-05-26,0.0,6.0,25.38,0,0,30.71,0,4,5,26,21,2,2023,0,80.0,49.0,126.0,111.71428571428571,46.62157685633805,128.57142857142858,52.066103377140905,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,105
2023-05-27,0.0,6.0,22.12,0,0,23.98,0,5,5,27,21,2,2023,1,105.0,109.0,99.0,119.71428571428571,38.09074378250925,127.07142857142857,52.44699050648012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,65
2023-05-28,0.0,6.0,27.47,15,1,30.51,0,6,5,28,21,2,2023,1,65.0,198.0,162.0,113.42857142857143,43.41219929488778,124.64285714285714,54.59023178732078,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,189
2023-05-29,0.0,6.0,20.73,10,0,20.27,0,0,5,29,22,2,2023,0,189.0,96.0,101.0,112.14285714285714,40.52747451391708,126.57142857142857,56.45653779094731,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,62
2023-05-30,0.0,6.0,27.6,5,0,24.86,0,1,5,30,22,2,2023,0,62.0,130.0,221.0,107.28571428571429,44.61582038438201,123.78571428571429,58.73169576908272,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,132
2023-05-31,0.0,6.0,22.27,5,0,19.51,0,2,5,31,22,2,2023,0,132.0,120.0,93.0,107.57142857142857,44.79158084155686,117.42857142857143,51.80839594225908,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,67
2023-06-01,0.0,6.0,23.15,0,0,21.47,0,3,6,1,22,2,2023,0,67.0,80.0,216.0,100.0,46.77606225410612,115.57142857142857,53.198777148632715,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,63
2023-06-02,0.0,6.0,23.86,0,0,26.3,0,4,6,2,22,2,2023,0,63.0,105.0,49.0,97.57142857142857,48.40060999222076,104.64285714285714,46.24118567626963,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,86
2023-06-03,0.0,6.0,30.16,5,0,28.42,0,5,6,3,22,2,2023,1,86.0,65.0,109.0,94.85714285714286,48.44732043305254,107.28571428571429,43.80977862642877,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,163
2023-06-04,0.0,6.0,26.77,20,1,25.83,0,6,6,4,22,2,2023,1,163.0,189.0,198.0,108.85714285714286,52.38138527959653,111.14285714285714,46.279846324552224,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,183
2023-06-05,0.0,6.0,25.2,20,1,22.5,0,0,6,5,23,2,2023,0,183.0,62.0,96.0,108.0,50.87894128877561,110.07142857142857,44.24314685864962,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,160
2023-06-06,0.0,6.0,25.08,5,0,30.35,0,1,6,6,23,2,2023,0,160.0,132.0,130.0,122.0,49.5782210249622,114.64285714285714,45.95082177696084,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,117
2023-06-07,0.0,6.0,21.52,10,0,23.22,0,2,6,7,23,2,2023,0,117.0,67.0,120.0,119.85714285714286,49.39780214891004,113.71428571428571,45.74751539521202,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,87
2023-06-08,0.0,6.0,24.08,10,0,22.38,0,3,6,8,23,2,2023,0,87.0,63.0,80.0,122.71428571428571,46.313116521183986,111.35714285714286,46.24617596308678,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,105
2023-06-09,0.0,6.0,28.24,15,1,24.85,0,4,6,9,23,2,2023,0,105.0,86.0,105.0,128.71428571428572,39.508287256027224,113.14285714285714,45.417477393039434,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,180
2023-06-10,0.0,6.0,20.04,10,1,24.06,0,5,6,10,23,2,2023,1,180.0,163.0,65.0,142.14285714285714,38.533226231520246,118.5,48.68857076436852,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,67
2023-06-11,0.0,6.0,34.24,20,1,29.15,0,6,6,11,23,2,2023,1,67.0,183.0,189.0,128.42857142857142,46.19472243614396,118.64285714285714,48.52217120967586,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,291
2023-06-12,0.0,6.0,34.19,0,0,31.39,0,0,6,12,24,2,2023,0,291.0,160.0,62.0,143.85714285714286,75.92634275275952,125.92857142857143,64.81982636593445,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,191
2023-06-13,0.0,6.0,28.16,5,0,25.26,0,1,6,13,24,2,2023,0,191.0,117.0,132.0,148.28571428571428,77.90317555725669,135.14285714285714,64.1990380264104,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,138
2023-06-14,0.0,6.0,24.31,10,0,23.07,0,2,6,14,24,2,2023,0,138.0,87.0,67.0,151.28571428571428,76.89541444003508,135.57142857142858,64.19647041066058,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,108
2023-06-15,0.0,6.0,27.55,0,0,31.24,0,3,6,15,24,2,2023,0,108.0,105.0,63.0,154.28571428571428,74.33642957463556,138.5,61.714915289829065,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,131
2023-06-16,0.0,6.0,30.47,0,0,29.65,0,4,6,16,24,2,2023,0,131.0,180.0,86.0,158.0,72.07866073487578,143.35714285714286,57.87201681011592,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,148
2023-06-17,0.0,6.0,28.61,10,1,32.51,0,5,6,17,24,2,2023,1,148.0,67.0,163.0,153.42857142857142,71.46294411058344,147.78571428571428,55.46749369804687,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,183
2023-06-18,0.0,6.0,23.83,25,1,26.75,0,6,6,18,24,2,2023,1,183.0,291.0,183.0,170.0,60.723416680332804,149.21428571428572,56.14292005700706,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,183
2023-06-19,0.0,6.0,27.95,10,0,24.66,0,0,6,19,25,2,2023,0,183.0,191.0,160.0,154.57142857142858,31.585108003916012,149.21428571428572,56.14292005700706,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,155
2023-06-20,0.0,6.0,21.35,15,1,24.54,0,1,6,20,25,2,2023,0,155.0,138.0,117.0,149.42857142857142,27.30602584813544,148.85714285714286,56.08490423916668,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,101
2023-06-21,0.0,6.0,24.54,10,0,23.86,0,2,6,21,25,2,2023,0,101.0,108.0,87.0,144.14285714285714,32.89593982762694,147.71428571428572,56.940493326101354,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,111
2023-06-22,0.0,6.0,23.37,5,0,23.32,0,3,6,22,25,2,2023,0,111.0,131.0,105.0,144.57142857142858,32.361794052334446,149.42857142857142,55.309916047548164,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,80
2023-06-23,0.0,6.0,30.15,0,0,34.61,0,4,6,23,25,2,2023,0,80.0,148.0,180.0,137.28571428571428,40.6149163309667,147.64285714285714,57.22507135171439,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,163
2023-06-24,0.0,6.0,24.69,10,0,23.35,0,5,6,24,25,2,2023,1,163.0,183.0,67.0,139.42857142857142,41.65676072723022,146.42857142857142,56.66326212569557,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,113
2023-06-25,0.0,6.0,30.05,10,1,28.72,0,6,6,25,25,2,2023,1,113.0,183.0,291.0,129.42857142857142,37.664559570225265,149.71428571428572,52.9127417713187,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,182
2023-06-26,0.0,6.0,29.67,25,1,29.38,0,0,6,26,26,2,2023,0,182.0,155.0,191.0,129.28571428571428,37.428662304506176,141.92857142857142,35.76518351201852,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,253
2023-06-27,0.0,6.0,29.0,0,0,28.63,0,1,6,27,26,2,2023,0,253.0,101.0,138.0,143.28571428571428,60.10744348169165,146.35714285714286,44.964271530691185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,131
2023-06-28,0.0,6.0,23.71,5,0,21.74,0,2,6,28,26,2,2023,0,131.0,111.0,108.0,147.57142857142858,57.60745652794471,145.85714285714286,45.103056595819815,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,84
